"","Row.names","Usuario1","Usuario2","Usuario3","Usuario4","Usuario5"
"1598","never",2,0,0,0,1
"1599","new",4,1,2,1,2
"1600","newton",1,0,1,0,1
"1601","ni„",0,0,19,13,7
"1602","nicht",1,0,0,0,1
"1603","nicol„s",0,0,6,1,0
"1604","nieto",0,0,1,0,1
"1605","nigeria",0,0,1,0,1
"1606","ning„n",0,0,3,2,0
"1607","ninguna",0,1,1,1,1
"1608","niÒa",1,1,0,0,0
"1609","niÒo",6,30,0,0,0
"1610","niÒos",12,3,0,0,0
"1611","nivel",1,0,1,2,3
"1612","niveles",3,0,1,0,0
"1613","nivelpatria",1,0,0,0,2
"1614","noble",2,0,1,0,0
"1615","noche",1,30,0,4,3
"1616","noches",4,0,0,0,1
"1617","nocturno",0,1,0,1,0
"1618","nombre",2,0,3,2,2
"1619","non",1,0,0,0,5
"1620","noriaki",1,1,0,0,0
"1621","normal",1,0,6,0,0
"1622","north",0,0,6,1,0
"1623","northeast",1,0,0,0,1
"1624","nota",1,0,0,0,2
"1625","nothing",3,0,2,0,0
"1626","noticias",2,2,6,2,3
"1627","nove",1,0,1,0,0
"1628","novio",1,0,0,0,1
"1629","now",8,0,2,2,1
"1630","ntn",0,1,0,0,1
"1631","nueva",11,9,15,4,1
"1632","nuevas",2,0,1,0,0
"1633","nuevo",2,2,1,5,5
"1634","nuevos",2,3,0,2,0
"1635","numero",2,0,0,0,1
"1636","nunca",11,32,2,7,5
"1637","o„",0,0,2,0,1
"1638","obra",0,0,7,3,1
"1639","obras",0,1,6,1,0
"1640","observa",1,0,0,1,0
"1641","observem",1,0,0,1,0
"1642","obtienen",0,1,0,1,0
"1643","occupy",1,0,0,0,1
"1644","ocho",0,0,0,1,1
"1645","ocurra",0,0,0,1,1
"1646","ocurre",1,1,0,1,0
"1647","oficial",7,1,1,2,4
"1648","oficinas",0,1,0,2,0
"1649","ogi",2,0,0,0,1
"1650","oh",4,2,0,3,4
"1651","ojeda",0,28,0,1,0
"1652","ojos",2,1,6,1,1
"1653","olas",0,28,0,0,1
"1654","old",9,0,0,0,1
"1655","olvides",7,33,6,5,15
"1656","olvido",0,1,0,1,0
"1657","omg",1,0,1,0,1
"1658","one",8,27,1,13,5
"1659","online",0,1,1,0,0
"1660","¯¯¯",0,0,0,2,3
"1661","¯¯¯¯¯",0,0,0,1,1
"1662","¯¯˘Ñ˘ö¯",0,0,0,1,1
"1663","¯¯˘Ü¯˘Ö¯",0,0,0,1,1
"1664","¯¯˘á¯",0,0,0,1,1
"1665","open",4,0,0,0,1
"1666","operation",1,0,0,0,1
"1667","opin„",0,0,0,1,1
"1668","opinan",2,1,2,2,2
"1669","oportunidad",1,0,0,3,1
"1670","oportunidades",1,0,0,1,1
"1671","orgullosamente",0,0,0,1,1
"1672","orgulloso",1,1,0,0,0
"1673","oriana",0,0,1,0,1
"1674","original",1,0,1,1,1
"1675","orlando",0,1,0,2,0
"1676","oscar",1,1,0,0,0
"1677","osorio",0,1,0,0,1
"1678","¯˘à¯",0,0,0,1,1
"1679","¯˘Ñ˘Å˘à¯˘à¯˘à¯",0,0,0,1,1
"1680","oversaw",1,0,0,0,1
"1681","oxigeno",0,2,0,2,0
"1682","p„Ågina",0,0,6,3,13
"1683","pa„s",0,0,24,10,2
"1684","pa„ses",0,0,1,4,0
"1685","pablo",0,1,6,1,3
"1686","padre",1,1,8,0,2
"1687","padres",2,1,10,1,1
"1688","page",4,0,0,1,4
"1689","pagina",0,0,2,2,3
"1690","p·gina",6,33,0,0,0
"1691","p„gina",0,0,0,1,1
"1692","pagÛ",2,1,0,0,0
"1693","pago",2,0,0,1,0
"1694","paÌs",1,2,0,0,0
"1695","pais",0,0,1,0,1
"1696","p„jaros",0,0,0,1,1
"1697","palabra",2,0,0,2,0
"1698","palabras",2,4,5,4,4
"1699","palos",2,0,0,0,1
"1700","pan",2,0,0,2,1
"1701","panam„",0,0,0,1,2
"1702","pana",4,1,0,2,0
"1703","panamericana",2,0,0,6,0
"1704","panas",1,0,1,2,0
"1705","pap·",2,1,0,0,0
"1706","papa",0,0,62,0,2
"1707","papafrancisco",0,0,11,1,0
"1708","papel",0,0,6,0,2
"1709","par",0,0,6,1,1
"1710","pararon",1,0,0,0,1
"1711","parece",0,3,0,0,2
"1712","parecen",0,0,0,6,1
"1713","parecido",1,0,0,0,1
"1714","pareja",1,1,1,4,0
"1715","park",1,0,0,1,0
"1716","paro",0,0,0,5,1
"1717","parodia",0,0,0,1,1
"1718","parque",3,2,2,0,2
"1719","part",1,0,6,1,0
"1720","parte",5,0,12,5,9
"1721","partes",4,0,1,0,1
"1722","participando",1,0,0,1,0
"1723","participar",3,0,0,1,0
"1724","partido",2,0,1,0,1
"1725","partir",2,0,2,0,1
"1726","parto",1,1,0,0,0
"1727","party",0,0,0,1,1
"1728","pas„",0,0,10,0,1
"1729","pasa",5,4,0,11,6
"1730","pasada",1,1,0,1,0
"1731","pasado",8,0,1,8,2
"1732","pasalo",0,0,0,1,1
"1733","pasan",1,0,8,0,0
"1734","pasando",0,0,15,1,1
"1735","pasar",0,2,0,2,2
"1736","pasaron",4,0,0,1,2
"1737","pasas",0,0,0,3,1
"1738","pase",1,1,0,1,1
"1739","paso",1,0,24,8,2
"1740","pastas",0,1,0,0,1
"1741","pastor",0,0,6,3,5
"1742","patas",2,0,0,2,0
"1743","patineta",1,0,0,0,1
"1744","patota",1,0,0,1,0
"1745","patria",1,0,1,2,1
"1746","pats",0,1,0,1,1
"1747","pauerful",2,0,0,1,0
"1748","paul",0,0,0,1,1
"1749","paulo",0,1,0,1,3
"1750","pausa",1,0,0,0,1
"1751","payaso",0,0,0,1,3
"1752","paz",0,4,8,4,3
"1753","pe„",0,0,1,1,0
"1754","pecho",0,1,0,0,1
"1755","pedro",1,29,1,1,0
"1756","pel„cula",0,0,2,1,2
"1757","pel„culas",0,0,1,0,2
"1758","pelea",2,0,0,1,1
"1759","pelÌculas",1,1,0,0,0
"1760","pelos",1,0,1,0,0
"1761","pelota",2,0,6,1,0
"1762","pena",1,1,8,1,0
"1763","penal",1,1,0,5,1
"1764","pendeja",0,1,0,0,1
"1765","pendientes",2,0,0,1,0
"1766","pensamiento",1,0,1,0,0
"1767","pensamos",0,0,0,1,1
"1768","pensar",1,0,6,1,1
"1769","pensaste",0,0,0,1,1
"1770","pense",0,1,0,1,1
"1771","people",3,0,1,1,1
"1772","peor",7,1,0,2,0
"1773","peque„",0,0,1,2,2
"1774","per",5,0,1,0,14
"1775","perder",1,1,0,0,0
"1776","perfect",2,0,0,2,2
"1777","perfecto",4,0,1,7,2
"1778","periodista",4,0,0,1,0
"1779","periodo",1,0,0,0,1
"1780","permite",1,0,0,0,1
"1781","permitir",1,2,0,0,0
"1782","perrita",2,0,0,2,0
"1783","perrito",0,2,0,1,2
"1784","perritus",0,0,0,1,1
"1785","perro",2,1,1,18,5
"1786","perros",1,0,0,13,1
"1787","person",1,0,1,1,0
"1788","persona",3,1,0,2,1
"1789","personajes",1,0,6,1,0
"1790","personal",3,1,1,0,2
"1791","personalmente",0,0,0,1,1
"1792","personas",14,5,21,11,16
"1793","pesar",0,1,7,9,1
"1794","pestana",0,0,0,1,2
"1795","photo",0,0,0,1,2
"1796","photoshop",0,0,1,1,0
"1797","pidas",0,0,0,1,1
"1798","piden",1,0,0,1,0
"1799","pides",2,1,0,1,0
"1800","pidieron",1,0,0,0,2
"1801","pidiÛ",1,1,0,0,0
"1802","pido",0,0,1,1,0
"1803","pie",0,0,8,1,6
"1804","piedras",0,0,0,1,1
"1805","piel",3,2,9,2,1
"1806","pierdan",1,0,1,0,1
"1807","pierdas",0,0,7,1,1
"1808","pierde",0,0,0,1,1
"1809","pies",1,0,0,0,1
"1810","pieza",1,0,0,0,1
"1811","pino",0,0,1,0,1
"1812","pirlo",1,0,0,0,4
"1813","pistas",0,0,6,1,0
"1814","pit",0,0,0,1,1
"1815","pitbull",1,0,0,2,0
"1816","pitch",0,0,6,1,0
"1817","piza",1,0,0,2,0
"1818","place",1,0,0,2,0
"1819","planes",0,0,2,1,0
"1820","planeta",3,0,3,3,0
"1821","plantear",1,0,0,3,0
"1822","plantillas",1,0,0,6,0
"1823","play",2,0,6,2,0
"1824","playa",0,56,0,0,3
"1825","played",2,0,2,1,0
"1826","plaza",0,0,2,4,2
"1827","please",0,0,2,2,1
"1828","plot",1,1,0,0,0
"1829","plus",0,1,0,1,2
"1830","pm",3,0,9,5,0
"1831","pobre",3,1,1,2,0
"1832","pocas",0,0,1,1,0
"1833","pocos",3,0,1,0,1
"1834","podemos",1,1,10,7,1
"1835","poder",2,2,0,4,5
"1836","poderosa",0,1,0,1,0
"1837","podr„",0,0,2,4,0
"1838","podr„n",0,0,1,1,1
"1839","podredumbre",1,0,0,0,1
"1840","podrÌa",1,1,0,0,0
"1841","polic„",0,0,0,6,2
"1842","political",0,0,6,1,0
"1843","polvo",7,0,0,0,1
"1844","ponce",0,0,0,1,1
"1845","pone",1,0,0,1,0
"1846","ponen",1,0,1,1,3
"1847","pones",0,1,0,1,0
"1848","popular",3,0,0,1,0
"1849","portada",0,2,0,0,2
"1850","portero",1,0,1,1,0
"1851","posan",0,1,0,1,0
"1852","posible",0,2,7,4,3
"1853","positivo",0,1,0,0,1
"1854","post",1,0,6,0,1
"1855","posteriormente",0,1,0,1,0
"1856","potencia",1,1,0,1,0
"1857","power",2,0,0,1,0
"1858","pra",0,1,0,3,1
"1859","prank",0,1,0,0,1
"1860","precio",2,0,0,1,0
"1861","precios",1,1,0,2,0
"1862","precioso",0,0,6,0,1
"1863","predator",1,0,0,0,2
"1864","prefosores",1,0,0,0,1
"1865","pregunta",1,0,1,2,0
"1866","preguntado",0,0,9,1,0
"1867","pregunto",1,0,0,0,1
"1868","premiere",1,0,0,1,1
"1869","preorder",0,0,1,1,0
"1870","preparado",2,0,0,0,2
"1871","presentaci„n",0,0,0,1,1
"1872","presenta",1,0,0,1,2
"1873","presentar",0,0,0,1,1
"1874","presente",1,0,2,1,0
"1875","presidente",1,0,7,1,1
"1876","prevenir",0,28,0,0,1
"1877","prima",0,1,0,1,1
"1878","primer",1,0,7,0,1
"1879","primera",5,0,8,1,1
"1880","primeras",4,1,0,0,0
"1881","primero",0,1,1,1,1
"1882","principal",2,0,0,1,1
"1883","pro",1,1,0,0,0
"1884","probable",0,1,0,1,0
"1885","problema",1,0,8,4,1
"1886","problemas",2,0,8,2,0
"1887","problems",0,0,1,1,0
"1888","proceso",3,1,6,1,0
"1889","prodigy",1,0,0,1,1
"1890","productos",1,2,1,0,0
"1891","produtos",1,0,0,1,0
"1892","profesionales",1,0,1,1,0
"1893","profunda",2,0,1,0,0
"1894","profundo",1,0,1,0,0
"1895","programaci„n",0,0,0,5,1
"1896","programa",2,0,6,0,1
"1897","programador",0,1,0,5,0
"1898","progres",1,0,0,1,0
"1899","promoviendo",0,0,6,1,0
"1900","prompting",1,0,0,0,1
"1901","pronto",0,0,14,4,1
"1902","propia",2,3,1,0,0
"1903","propias",0,2,0,1,0
"1904","propio",2,0,2,1,0
"1905","propios",0,1,0,2,0
"1906","prosperidad",0,0,6,0,1
"1907","protagonistas",0,0,1,0,1
"1908","proteccionistas",2,0,0,2,0
"1909","protect",3,0,0,2,0
"1910","protegidos",1,0,0,1,0
"1911","provincia",0,0,6,0,1
"1912","prowling",1,0,0,0,1
"1913","prÛxima",1,29,0,0,0
"1914","proyecto",0,2,0,2,0
"1915","prueba",2,0,2,1,1
"1916","pruebas",2,0,0,1,0
"1917","public„",0,0,1,1,0
"1918","p˙blico",4,1,0,0,0
"1919","pudo",1,0,1,1,1
"1920","pueblo",4,2,15,4,1
"1921","puedan",0,0,0,1,1
"1922","puede",7,6,8,11,8
"1923","pueden",6,29,3,3,1
"1924","puedes",1,2,1,0,1
"1925","puedo",4,1,6,3,2
"1926","puente",0,0,0,1,1
"1927","puerta",2,2,0,0,1
"1928","puertas",0,1,2,2,0
"1929","pues",3,1,1,8,2
"1930","puesto",3,0,1,1,0
"1931","punta",1,1,0,1,0
"1932","punto",0,2,2,10,3
"1933","puntos",0,1,0,3,0
"1934","pupies",0,0,0,1,1
"1935","pura",3,0,0,0,1
"1936","puyenla",1,1,0,0,0
"1937","qu„",0,0,12,9,4
"1938","queda",2,0,1,7,1
"1939","qued„",0,0,12,0,1
"1940","quedan",2,0,0,1,0
"1941","quedaron",0,1,0,1,0
"1942","quedo",1,0,0,0,1
"1943","quer„",0,0,0,1,2
"1944","querido",0,0,1,0,2
"1945","qui",1,0,0,1,4
"1946","qui„n",0,0,0,1,2
"1947","quick",1,0,1,0,0
"1948","quiÈn",9,31,0,0,0
"1949","quiera",0,1,0,0,1
"1950","quiere",0,1,4,4,3
"1951","quieren",5,1,1,6,3
"1952","quieres",1,1,0,1,2
"1953","quiero",3,1,1,2,7
"1954","quisiera",2,0,1,0,0
"1955","quitamos",1,1,0,0,0
"1956","quito",1,0,9,0,0
"1957","r„",0,0,0,9,1
"1958","r„Åpido",0,0,0,1,1
"1959","race",1,0,0,1,0
"1960","radio",1,1,0,1,3
"1961","rafael",1,0,2,0,2
"1962","r„gimen",0,0,6,0,1
"1963","ramirez",0,0,0,1,1
"1964","ramos",0,1,0,0,1
"1965","ranking",1,0,0,1,0
"1966","r·pido",2,1,0,0,0
"1967","rat",1,0,0,0,1
"1968","rata",5,0,0,1,0
"1969","ratas",2,0,0,0,1
"1970","rato",1,1,0,0,0
"1971","raz„n",0,0,0,3,1
"1972","razÛn",1,1,0,0,0
"1973","re",0,1,0,0,1
"1974","reaccion",0,0,0,1,1
"1975","read",1,0,0,1,1
"1976","realizar·",2,1,0,0,0
"1977","real",3,1,3,22,4
"1978","realidad",3,3,7,1,2
"1979","realiza",1,0,1,0,0
"1980","realizado",1,0,0,1,0
"1981","realizando",1,1,0,0,0
"1982","really",0,0,0,4,1
"1983","realmente",2,1,8,0,1
"1984","reasons",0,0,0,1,1
"1985","recibieron",0,0,0,1,1
"1986","reciÈn",1,1,0,0,0
"1987","recipe",0,0,0,1,2
"1988","reclame",1,0,0,1,0
"1989","reconocer",2,0,1,1,2
"1990","recordar",0,0,6,1,0
"1991","recordarles",0,1,0,1,1
"1992","recordemos",0,0,1,3,0
"1993","recordo",0,1,0,1,1
"1994","records",1,0,0,0,1
"1995","recrean",1,0,0,1,0
"1996","recuerda",2,1,8,0,0
"1997","recuerden",2,1,0,2,1
"1998","recuerdo",0,1,2,0,0
"1999","recuerdos",0,1,0,2,3
"2000","red",4,0,8,0,1
"2001","redes",1,1,6,5,0
"2002","referencia",0,0,2,1,0
"2003","reflejo",0,0,1,0,1
"2004","reflexi„n",0,0,10,6,1
"2005","regalo",0,1,0,1,1
"2006","registro",1,1,0,2,0
"2007","reglas",0,0,9,1,0
"2008","regresan",1,0,0,5,0
"2009","regreso",1,0,1,1,0
"2010","rehenes",2,0,0,1,1
"2011","relacionados",1,0,0,1,0
"2012","relationship",2,1,0,1,0
"2013","relato",0,0,1,0,1
"2014","release",0,0,6,1,1
"2015","released",0,0,0,1,2
"2016","renuncia",1,0,0,0,1
"2017","rep„blica",0,0,1,0,1
"2018","repente",2,1,0,1,1
"2019","repost",1,0,0,1,0
"2020","requisitos",2,0,0,1,0
"2021","resaca",0,28,0,0,1
"2022","rescatar",1,0,0,6,0
"2023","rescue",2,0,0,0,2
"2024","respect",0,0,0,1,2
"2025","respeto",5,1,1,8,2
"2026","respiran",0,1,0,2,0
"2027","responde",3,0,1,0,1
"2028","responsabilidad",3,0,8,1,0
"2029","respuesta",0,0,9,0,1
"2030","restaurante",1,0,0,1,0
"2031","resto",2,0,0,1,1
"2032","resultado",1,0,2,2,0
"2033","resumen",0,0,1,1,1
"2034","reto",2,0,6,0,1
"2035","reuni„n",0,0,2,0,1
"2036","rex",1,1,0,0,0
"2037","rey",2,0,2,0,2
"2038","richard",1,0,0,1,0
"2039","rico",0,1,0,11,1
"2040","right",2,0,0,1,1
"2041","riot",1,0,0,1,0
"2042","riquelme",0,1,0,1,0
"2043","riqueza",0,0,1,0,1
"2044","risa",2,2,1,2,3
"2045","risada",0,1,0,1,1
"2046","risas",0,0,0,1,4
"2047","rival",0,0,2,0,2
"2048","rivera",3,0,0,1,2
"2049","robado",0,0,0,1,1
"2050","robar",1,0,0,0,1
"2051","robaron",0,0,0,2,1
"2052","roberto",0,0,0,1,4
"2053","robo",1,0,0,3,2
"2054","rock",2,0,1,1,0
"2055","rodrigues",1,0,0,0,3
"2056","rojas",1,0,0,0,1
"2057","rolante",0,1,0,1,1
"2058","romero",0,1,2,4,0
"2059","ronher",0,1,0,1,0
"2060","ropa",0,1,0,3,1
"2061","rosa",2,0,0,1,0
"2062","rp",1,0,0,1,0
"2063","ruined",1,0,0,0,1
"2064","ruptura",0,1,6,0,0
"2065","sa",0,0,0,2,1
"2066","s„",0,0,14,4,3
"2067","sab„",0,0,0,1,1
"2068","s„bado",0,0,4,0,1
"2069","sabana",0,0,0,1,1
"2070","sabe",3,30,0,2,5
"2071","sabemos",0,1,0,1,2
"2072","saben",3,1,1,4,2
"2073","saber",3,1,6,1,0
"2074","sabes",2,2,0,0,0
"2075","sabidur„",0,0,7,1,1
"2076","sabroso",0,1,0,0,1
"2077","saca",0,0,1,1,0
"2078","sacan",0,1,1,2,0
"2079","sacar",0,2,8,1,3
"2080","sacarlas",0,1,0,1,0
"2081","sacuda",1,1,0,0,0
"2082","sagrado",0,0,3,1,0
"2083","s„guenos",0,0,0,2,2
"2084","sal",0,0,1,2,0
"2085","sala",6,0,0,0,1
"2086","salas",2,0,0,5,1
"2087","salazar",2,0,0,0,1
"2088","sale",0,1,3,0,2
"2089","salga",0,1,0,0,1
"2090","sali„",0,0,9,2,0
"2091","salida",0,0,2,0,1
"2092","saliÛ",1,1,0,0,0
"2093","salir",7,1,24,0,1
"2094","s„lo",0,0,3,8,3
"2095","salud",3,0,1,0,0
"2096","saludos",0,1,0,4,0
"2097","salva",1,0,0,0,1
"2098","salvar",0,29,0,0,1
"2099","salvemoslosdinosaurios",1,1,0,0,0
"2100","san",1,1,13,1,5
"2101","sangre",2,0,0,1,0
"2102","sano",1,0,1,0,0
"2103","santa",0,0,2,1,0
"2104","santana",0,0,1,6,0
"2105","santo",0,0,21,2,0
"2106","saqueo",2,2,0,0,0
"2107","sarcasmo",0,1,1,0,0
"2108","saved",2,0,0,0,3
"2109","saw",2,0,0,1,0
"2110","says",2,0,1,0,0
"2111","schedule",0,1,0,1,1
"2112","se",6,0,8,2,1
"2113","se„",0,0,13,1,1
"2114","se„ores",0,0,2,2,1
"2115","secure",1,0,6,0,0
"2116","seg„n",0,0,2,1,1
"2117","seguici",1,0,0,0,1
"2118","seguimos",0,0,0,1,1
"2119","seg˙n",4,1,0,0,0
"2120","segunda",0,0,1,1,0
"2121","segundo",0,0,1,2,1
"2122","segundos",0,1,0,0,1
"2123","seguridad",0,29,0,0,2
"2124","seis",1,2,0,1,0
"2125","sek",0,0,1,1,0
"2126","selecciÛn",1,1,0,0,0
"2127","selva",1,0,1,1,0
"2128","semana",4,5,17,4,3
"2129","semanas",3,1,2,0,0
"2130","sempre",3,0,0,1,2
"2131","sems",3,0,6,0,0
"2132","sen",1,1,1,0,2
"2133","sencilla",1,0,1,0,0
"2134","sencillo",0,0,1,0,1
"2135","senior",2,1,0,0,2
"2136","sensibilizarnos",1,1,0,0,0
"2137","sentados",1,0,0,1,0
"2138","sentido",2,2,1,1,1
"2139","sentir",3,0,0,0,1
"2140","seÒores",1,27,0,0,0
"2141","separador",0,0,1,0,1
"2142","september",0,0,0,1,1
"2143","ser",24,7,47,24,13
"2144","ser„",0,0,10,2,2
"2145","serenata",1,0,0,0,1
"2146","seres",1,1,2,0,2
"2147","serie",0,1,0,2,2
"2148","series",0,0,2,0,2
"2149","serio",0,0,1,0,1
"2150","servicio",2,0,13,0,0
"2151","servidor",1,0,0,1,0
"2152","servir",0,0,1,3,0
"2153","ses",0,0,0,1,1
"2154","sexo",1,0,6,0,0
"2155","sexy",0,1,0,0,2
"2156","share",3,1,1,5,2
"2157","shit",1,0,0,0,1
"2158","shoping",1,1,0,1,1
"2159","shot",2,0,1,3,2
"2160","shots",2,0,0,1,1
"2161","show",0,0,1,0,8
"2162","si",43,33,63,35,48
"2163","sick",0,1,0,1,1
"2164","side",0,1,0,1,0
"2165","siempre",8,1,16,14,11
"2166","sienten",0,0,1,1,0
"2167","siento",3,0,3,0,1
"2168","siglo",3,1,0,1,0
"2169","sigue",2,1,2,2,6
"2170","sigueme",0,0,1,0,3
"2171","siguemeparamasvideo",1,0,0,0,2
"2172","siguen",5,0,6,0,0
"2173","sÌguenos",2,2,0,0,0
"2174","siguenos",0,0,0,1,2
"2175","siguiente",4,0,0,5,1
"2176","silva",2,1,0,0,2
"2177","silvia",0,1,0,1,1
"2178","simple",1,28,0,1,3
"2179","simplemente",1,1,8,3,1
"2180","simply",0,0,6,1,0
"2181","sinaloa",0,1,0,0,1
"2182","since",3,0,0,2,0
"2183","singular",0,0,1,0,1
"2184","sino",3,4,3,3,1
"2185","sip",1,1,0,0,0
"2186","siquiera",1,1,0,0,1
"2187","sistema",4,0,0,0,2
"2188","situaci„n",0,0,6,3,3
"2189","skate",1,0,0,0,1
"2190","skateboards",0,1,0,1,1
"2191","small",1,0,0,1,0
"2192","soccer",2,0,0,3,1
"2193","social",3,0,7,4,1
"2194","sociales",1,1,6,1,0
"2195","socialismo",1,1,0,1,1
"2196","socialista",1,1,0,0,0
"2197","sociedad",1,1,4,0,1
"2198","sofloantonio",0,1,0,0,4
"2199","sol",0,0,6,5,2
"2200","sola",3,0,1,0,0
"2201","solamente",0,0,0,1,1
"2202","solas",0,0,1,0,1
"2203","sole",1,0,0,0,1
"2204","solo",13,61,2,16,6
"2205","sombras",0,1,1,1,1
"2206","something",3,0,1,0,0
"2207","son",4,0,0,1,0
"2208","sonaigali",1,0,0,0,1
"2209","song",1,0,0,0,5
"2210","sorprende",1,0,0,1,0
"2211","sorprendentemente",1,0,0,1,0
"2212","sorprendi„",0,0,8,1,0
"2213","sorpresa",2,0,8,1,0
"2214","sorry",0,1,0,1,0
"2215","sorteo",1,0,0,1,0
"2216","sosvenezuela",2,0,0,1,1
"2217","source",0,0,0,1,1
"2218","soyvenezolano",0,0,0,1,1
"2219","spa",1,0,0,1,0
"2220","sparrow",0,1,0,1,1
"2221","spheres",0,1,0,1,0
"2222","sport",1,0,1,0,0
"2223","spot",1,0,1,1,0
"2224","stabilized",1,0,0,0,1
"2225","staf",1,1,0,0,0
"2226","star",0,0,0,2,2
"2227","started",1,0,0,1,0
"2228","states",0,0,1,1,0
"2229","still",1,0,0,0,1
"2230","stinger",1,0,0,1,1
"2231","stop",1,0,0,0,2
"2232","stret",6,0,0,0,1
"2233","studio",1,0,0,4,0
"2234","sub",2,0,6,0,0
"2235","sube",0,0,0,1,2
"2236","suben",0,1,0,1,0
"2237","subimos",0,1,0,1,2
"2238","subo",0,0,0,1,3
"2239","sucede",2,0,1,0,0
"2240","sucre",0,1,3,0,0
"2241","sudam„rica",0,0,1,6,0
"2242","sue„",0,0,1,0,1
"2243","suelen",1,0,0,0,1
"2244","suelo",1,0,1,0,0
"2245","sufren",3,0,0,0,1
"2246","sumarle",1,0,0,1,0
"2247","sun",3,0,0,1,0
"2248","super",5,1,0,2,3
"2249","supero",2,0,0,0,1
"2250","suport",1,0,1,0,0
"2251","suscribete",1,0,0,0,1
"2252","sushi",0,1,0,1,0
"2253","susto",1,1,0,2,0
"2254","t„",0,0,13,6,3
"2255","table",3,1,0,1,0
"2256","tac",1,0,3,0,0
"2257","tag",0,0,0,1,1
"2258","take",0,0,3,0,1
"2259","takes",1,0,0,1,1
"2260","taking",1,0,6,0,1
"2261","tal",5,2,1,9,1
"2262","talento",4,1,0,0,1
"2263","talentoso",1,0,0,0,1
"2264","tambi„ân",0,0,7,3,14
"2265","tambi„n",0,0,14,7,3
"2266","tambien",1,0,0,2,0
"2267","tampoco",0,1,7,0,1
"2268","tan",8,34,3,5,8
"2269","tanta",0,0,0,1,1
"2270","tantas",2,0,0,2,0
"2271","tantos",1,0,3,0,1
"2272","tapado",1,0,8,0,0
"2273","tapan",1,0,0,1,0
"2274","t„pico",0,0,0,1,2
"2275","tarde",3,1,2,0,1
"2276","tardes",0,0,0,3,1
"2277","taxi",0,0,1,1,0
"2278","taza",3,0,0,0,1
"2279","tazas",1,0,0,0,1
"2280","techo",1,1,0,1,1
"2281","teclado",0,0,0,1,1
"2282","tecnolog„",0,0,1,0,1
"2283","televisi„n",0,0,1,0,1
"2284","tell",2,1,7,1,0
"2285","tema",0,1,1,0,0
"2286","temporada",2,0,0,1,0
"2287","ten„",0,0,2,2,0
"2288","tendencia",2,0,0,1,0
"2289","tendr„",0,0,1,3,2
"2290","tener",2,1,1,5,3
"2291","terminÛ",1,1,0,0,0
"2292","ternura",0,0,1,1,1
"2293","terrible",4,1,0,0,0
"2294","tesoro",2,0,1,0,0
"2295","testa",2,0,0,0,1
"2296","testimonio",1,0,8,4,0
"2297","texto",0,0,1,1,1
"2298","th",0,1,0,5,0
"2299","thank",0,4,1,1,0
"2300","thanks",0,0,1,0,1
"2301","theaters",2,0,0,1,1
"2302","thing",1,1,2,0,0
"2303","things",2,0,1,1,0
"2304","think",3,0,0,0,1
"2305","thomas",0,0,6,0,1
"2306","thug",1,0,0,0,4
"2307","tÌa",1,1,0,0,0
"2308","tiempo",3,4,20,2,2
"2309","tiempos",0,0,0,3,1
"2310","tienda",1,0,0,3,2
"2311","tierno",0,1,0,1,3
"2312","tierra",1,0,76,0,1
"2313","time",3,3,0,3,5
"2314","times",1,0,0,1,0
"2315","tinieblas",2,0,2,0,0
"2316","tÌo",1,1,0,0,0
"2317","tipo",3,2,13,2,4
"2318","tipos",2,0,0,0,1
"2319","tiranosaurio",1,1,0,0,0
"2320","tiro",0,0,0,1,1
"2321","titulo",1,0,0,0,1
"2322","to",0,1,3,0,1
"2323","tocar",0,0,1,1,1
"2324","toda",1,1,18,6,1
"2325","todas",10,0,13,2,1
"2326","today",2,2,1,4,2
"2327","todos",0,0,0,1,1
"2328","todosomostrex",1,1,0,0,0
"2329","tods",1,0,0,0,1
"2330","tok",3,1,0,1,1
"2331","tolerancia",0,0,2,1,0
"2332","toma",3,1,0,1,1
"2333","toman",1,1,0,0,0
"2334","tomar",3,0,0,3,0
"2335","tome",2,0,0,1,0
"2336","top",1,0,0,1,0
"2337","topchef",1,0,0,1,1
"2338","torre",0,0,0,1,1
"2339","torta",0,1,0,0,2
"2340","tortura",0,1,0,1,0
"2341","total",3,2,0,0,1
"2342","totalmente",3,0,1,1,1
"2343","tour",0,0,1,2,0
"2344","trabaja",2,1,0,0,0
"2345","trabajar",0,0,1,1,0
"2346","trabajo",2,2,4,3,1
"2347","track",0,0,0,3,1
"2348","trailer",0,1,0,2,1
"2349","tr·iler",1,1,0,0,0
"2350","training",1,0,0,2,1
"2351","transportarlo",1,1,0,0,0
"2352","tras",1,0,8,0,0
"2353","trata",2,1,9,0,1
"2354","tratando",0,1,0,5,0
"2355","tratar",2,0,1,0,1
"2356","trav„s",0,0,9,2,1
"2357","travÈs",4,2,0,0,0
"2358","travoltas",0,0,1,1,0
"2359","tremendo",0,0,2,0,1
"2360","tres",11,0,4,0,1
"2361","trick",2,0,0,2,2
"2362","tried",0,0,1,1,0
"2363","triste",3,2,0,2,1
"2364","tristes",0,1,0,0,1
"2365","trost",1,0,1,0,0
"2366","truco",0,0,8,0,2
"2367","true",1,0,1,0,0
"2368","trump",0,0,1,1,0
"2369","try",2,1,1,1,1
"2370","tuki",0,0,0,1,1
"2371","tumban",1,1,0,0,0
"2372","tumbled",1,0,0,0,1
"2373","turtle",1,0,0,1,0
